id,acronym,first_name,last_name,department,difficulty,rating,take_again_percentage,tags,reviews_cnt,img_url
VGVhY2hlci0xMzI2OTU4,,David,Valentine,Geology,3,3,-1,"",1,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/david-valentine.jpg?h=716d908b&itok=PfsiC-TY
VGVhY2hlci0yMzUzMTQ2,,Syee,Weldeab,Geology,2.4,3.4,100,"{Tough grader,Participation matters,Skip class? You won't pass.,Caring,Test heavy,Graded by few things}",3,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2021-07/Syee-Weldeab.jpg?itok=7VQabcn-
VGVhY2hlci0yNjEwMjg0,,Adrian,Stier,Biology,0,0,-1,"",0,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/adrian-stier.jpg?h=b9e06176&itok=cfKY4EeC
VGVhY2hlci0yNDg0NDA0,RAVEN M R,Morgan,Raven,Geology,3.8,3.1,52,"{Skip class? You won't pass.,Test heavy,Tough grader,Get ready to read,Lecture heavy,Amazing lectures ,Caring,Respected,Accessible outside class,Participation matters,EXTRA CREDIT,Clear grading criteria,Inspirational,Lots of homework,Gives good feedback,Graded by few things}",29,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/morgan-raven.jpg?h=9189d011&itok=E_odF2pw
VGVhY2hlci0xNDc2MTUz,,Lina,Kim,Engineering,3.1,3.3,100,"{Participation matters,Gives good feedback,Respected,Amazing lectures ,Clear grading criteria,Tests? Not many,Hilarious,Caring}",10,
VGVhY2hlci0yNjMzNTQz,,Susy,Bielak,Art,0,0,-1,"",0,
VGVhY2hlci0yNjgxMDI5,,Alexander,Cho,Asian American Studies,2,5,100,"{Amazing lectures ,Clear grading criteria,Get ready to read,Caring,Inspirational,Accessible outside class,Tough grader,Group projects,Hilarious,Graded by few things}",11,https://www.asamst.ucsb.edu/sites/default/files/sitefiles/unicef-cho-front%20%281%29.png
VGVhY2hlci0xNTUzNzc3,ZULUETA B C,Benjamin,Zulueta,Asian American Studies,3.8,3.5,52,"{Get ready to read,Caring,Tough grader,Graded by few things,Participation matters,Amazing lectures ,Clear grading criteria,Lecture heavy,Accessible outside class,Skip class? You won't pass.,Gives good feedback,So many papers,Respected,Test heavy,Inspirational,Lots of homework}",31,https://www.asamst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/zulueta.jpg?itok=0CFVvmna
VGVhY2hlci0xNzk1MTY1,,Ian,Duncan,Statistics,4.3,3,50,"{Tough grader,Lots of homework,Test heavy,Respected,Skip class? You won't pass.,Amazing lectures ,Inspirational,Lecture heavy,Get ready to read,Clear grading criteria,Gives good feedback,Hilarious}",22,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/2013_Duncan_Ian.jpg?itok=CGDQVnK6
VGVhY2hlci0yNjgyMDM2,,Ian,Duncan,Mathematics,0,0,-1,"",0,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/2013_Duncan_Ian.jpg?itok=CGDQVnK6
VGVhY2hlci0yODQzNDMy,,Laura,Baracaldo,Statistics,4,2,100,"{Graded by few things,Tough grader,Test heavy,Clear grading criteria,EXTRA CREDIT,Group projects,Lots of homework,Beware of pop quizzes,Lecture heavy}",15,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Laura%20Baracaldo_PSTAT_001.jpg?itok=mq4a0nvh
VGVhY2hlci0yODEyODc3,,Ethan,Marzban,Statistics,3.4,3.8,100,"{Tough grader,Amazing lectures ,Clear grading criteria,Lots of homework,Accessible outside class}",3,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Marzban_Ethan%20-%20Ethan%20Marzban.png?itok=vStjntEx
VGVhY2hlci0yNTIyNDA=,,Susannah,Scott,Engineering,2.6,4.7,-1,{Lots of homework},14,https://www.chemengr.ucsb.edu/sites/default/files/styles/people_thumb/public/people/images/susannah_scott_photo.jpg?itok=icXwqqEY&c=e39af25e907054c728c832ecc9753d0d
VGVhY2hlci0yMzg2MTgy,MOELLER H V,Holly,Moeller,Biology,3.6,4.6,100,"{Amazing lectures ,Caring,Group projects,Respected,Lecture heavy,Accessible outside class,Skip class? You won't pass.,Gives good feedback,Inspirational,Online Savvy}",8,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/holly-moeller.jpg?h=6b3c60ae&itok=cm8md9Ed
VGVhY2hlci0yNjEwMjgw,,Douglas,McCauley,Biology,0,0,-1,"",0,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/doug-mccauley.jpg?h=5eeabfca&itok=jqgkCIPc
VGVhY2hlci03NDgxMTQ=,,David,Carr,Geography,2.6,4.5,100,"{Inspirational,EXTRA CREDIT,Amazing lectures ,Caring,Respected,Lecture heavy,Online Savvy}",13,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2023-01/dlc%20chocaito%20-%20David%20Lopez-Carr.jpg?itok=7yr7MTuu
VGVhY2hlci0yNTcyMzkx,,Claire,Mouminoux,Statistics,3.7,1,0,"{Test heavy,Graded by few things}",3,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/ClairMouminoux.jpeg?itok=PXHYRBs-
VGVhY2hlci0yMjMwNDA1,,Lorraine,Lisiecki,Geology,2.8,4,88,"{EXTRA CREDIT,Clear grading criteria,Lecture heavy,Caring,Tough grader,Get ready to read,Participation matters,Skip class? You won't pass.,Amazing lectures ,Lots of homework,So many papers,Test heavy,Graded by few things}",17,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/lorraine-lisiecki.jpg?h=3153ed15&itok=sAUyOHTY
VGVhY2hlci0zNDY2NzI=,KURIS A M,Armand,Kuris,Biology,4,4.5,100,"{Test heavy,Graded by few things,Respected,Tough grader,Skip class? You won't pass.,Amazing lectures ,Inspirational,Get ready to read,Hilarious,Caring,Lecture heavy}",32,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/armand-kuris.jpg?h=7b79451a&itok=Hl1lLGxH
VGVhY2hlci0yMDQ2MDQx,,Matt,Jackson,Geology,2.1,4.8,87,"{Clear grading criteria,Hilarious,Group projects,Caring,Inspirational,Lecture heavy,Graded by few things,Amazing lectures ,Tests? Not many,Would take again,Respected,Accessible outside class,Test heavy,Skip class? You won't pass.,Lots of homework,Participation matters,EXTRA CREDIT,Online Savvy}",58,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-03/matt-jackson.jpg?h=01e7a617&itok=HLEVUivl
VGVhY2hlci0xMjk1NTI0,,Laurie,Harris,Global Studies,3,5,-1,"{Get ready to read,Inspirational,Respected}",4,
VGVhY2hlci0xMjk2MDIy,,Nicki,Cole,Sociology,2.3,4.9,-1,"",4,
VGVhY2hlci04MjMyMTk=,WOODS V E,Vanessa,Woods,Psychology,3.6,3.5,60,"{Tough grader,Skip class? You won't pass.,Get ready to read,Lots of homework,Lecture heavy,Accessible outside class,Clear grading criteria,Group projects,Gives good feedback,Caring,Respected,Participation matters,Amazing lectures ,Tests are tough,Test heavy,Tests? Not many,Inspirational,So many papers,Would take again}",98,https://psych.ucsb.edu/sites/default/files/styles/max_325x325/public/images/people/Woods_Vanessa.JPG?itok=MUJiVfan
VGVhY2hlci05NDU0NDA=,,Sally,Holbrook,Biology,4,2.8,33,"{Tough grader,Get ready to read,Skip class? You won't pass.,Group projects,Clear grading criteria,Lots of homework,Beware of pop quizzes,Lecture heavy,Test heavy}",8,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/sally-holbrook.jpg?h=88105381&itok=JdqonF-0
VGVhY2hlci0yNDY1Mjkz,,Erika,Eliason,Biology,3.3,4,67,"{Amazing lectures ,Inspirational,Graded by few things,Skip class? You won't pass.}",3,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/erika-eliason.jpg?h=bf9f5139&itok=yhhLtL2Q
VGVhY2hlci0yNjA2MDcx,,Natalie,Dornan,Biology,3,4,100,"{Participation matters,Caring}",1,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2021-02/Dornan_Natalie.jpg?itok=mtu27dYn
VGVhY2hlci0yNTk0NDA5,BURKEPILE D E,Deron,Burkepile,Environmental Science & Mgmt.,3.2,4,67,"{Amazing lectures ,Lecture heavy,Tough grader,Participation matters,Clear grading criteria,Gives good feedback,Inspirational,Caring,Test heavy,Graded by few things}",6,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/deron-burkepile.jpg?h=2a0332b2&itok=XIrlLy6M
VGVhY2hlci0zNDY2OTA=,CARLSON C A,Craig,Carlson,Biology,3,4.4,88,"{Lecture heavy,Skip class? You won't pass.,Tough grader,Clear grading criteria,Test heavy,Participation matters,Respected,Graded by few things,Accessible outside class}",18,https://www.igpms.ucsb.edu/sites/default/files/styles/medium_square/public/2019-02/craig-carlson.jpg?h=d7023f74&itok=U2ZZe_Da
VGVhY2hlci01NjgwMjk=,STUART D D,David,Stuart,Physics,3.6,3.6,83,"{Respected,Tough grader,Lots of homework,Inspirational,Hilarious,Clear grading criteria,Accessible outside class,Get ready to read,Skip class? You won't pass.,Tests are tough,Amazing lectures ,Caring,Lecture heavy,Test heavy,Beware of pop quizzes}",44,https://www.physics.ucsb.edu/sites/default/files/styles/medium_square/public/2022-06/stuart_david.jpg?h=d90ebb07&itok=RoVH-z6k
VGVhY2hlci0xMjk2MDg4,,Michael,Melliar-Smith,Electrical & Comp. Engineering,1,4.2,-1,"",3,
VGVhY2hlci0xMjk2ODgy,,Nora,Real- Leon Mendez,Spanish,2,4,-1,"",1,
VGVhY2hlci0xMjk3MTEz,,Karen,Turman,Languages,2.7,4.3,-1,"",3,
VGVhY2hlci0xMzk5NDEy,,Tayseer,Wasif,Chemistry,0,0,-1,"",0,
VGVhY2hlci0yMjE1NjU=,,Tsuyoshi,Hasegawa,History,3,3.8,-1,"",60,https://www.history.ucsb.edu/wp-content/uploads/Hasegawa-Photo.jpg
VGVhY2hlci0yNjg3MTM2,,Neeraj,Misra,Statistics,4.1,2.2,20,"{Graded by few things,Tough grader,Lots of homework,Test heavy,Get ready to read,Clear grading criteria,Caring,Accessible outside class}",10,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Neeraj_Misra.jpeg?itok=zCn37AfP
VGVhY2hlci0yNTI3MTIx,,Giri,Gopalan,Statistics,2.3,4.8,100,"{Gives good feedback,Accessible outside class,Amazing lectures ,Clear grading criteria,Caring,Inspirational,Respected,Graded by few things}",8,https://www.pstat.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/girigopalan.png?itok=D2HaEPOn
VGVhY2hlci0xNDc3Mzcw,,Carol,Feinberg,History,2.5,2,-1,"",2,
VGVhY2hlci00MTA4NzQ=,,Robert,Deacon,Economics,2.7,3.5,-1,"",36,https://es.ucsb.edu/sites/default/files/styles/max_325x325/public/2021-04/Deacon%20R%20Profile.png?itok=NkURWp1Q
VGVhY2hlci0xMzAwNjcx,,Cynthia,Gangi,Psychology,2.2,4.9,-1,"",5,
VGVhY2hlci0yNDc1MDIy,,Aazam,Feiz,Religious Studies,2,5,100,"{Caring,Amazing lectures ,Inspirational,Participation matters,Respected,Accessible outside class,Skip class? You won't pass.,Gives good feedback,Hilarious}",9,https://www.religion.ucsb.edu/wp-content/uploads/aazam.jpg
VGVhY2hlci0yMzQyNzMz,,William,Elison,Religious Studies,2.6,4.6,82,"{Get ready to read,Respected,Participation matters,Skip class? You won't pass.,Amazing lectures ,Caring,Lecture heavy,Graded by few things,EXTRA CREDIT,Gives good feedback,Inspirational,Hilarious,Accessible outside class}",12,https://www.religion.ucsb.edu/wp-content/uploads/R1_Elison_9780226494906-200x300.jpg
VGVhY2hlci0yMjcwODU4,CRAIG K C,Katy,Craig,Mathematics,4,3.6,78,"{Tough grader,Caring,Lots of homework,Accessible outside class,Amazing lectures ,Gives good feedback,Inspirational,Test heavy,Participation matters,Skip class? You won't pass.,EXTRA CREDIT,Respected,Lecture heavy,Graded by few things}",13,https://www.math.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Katy-Craig.jpg?itok=iCQYkM0I
VGVhY2hlci0xNTA0OTI3,CASTEELS K L,Karel,Casteels,Mathematics,3,4.9,96,"{Caring,Accessible outside class,Amazing lectures ,Lots of homework,Inspirational,Respected,Gives good feedback,Hilarious,Lecture heavy,Graded by few things,Tough grader,EXTRA CREDIT,Clear grading criteria,Tests? Not many,Would take again,Test heavy}",38,https://www.math.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/casteels.jpg?itok=BuhWdBI8
VGVhY2hlci0zOTkwOTk=,HOLDREGE B A,Barbara,Holdrege,Religion,3.5,3.5,45,"{Get ready to read,Graded by few things,Caring,Skip class? You won't pass.,Lecture heavy,Tough grader,Clear grading criteria,Participation matters,Gives good feedback,Lots of homework,So many papers,Accessible outside class}",45,https://www.complit.ucsb.edu/sites/default/themes/at_lsit/images/department/logo.png
VGVhY2hlci04NTQ2Mzc=,TCHAROS S S,Stefanie,Tcharos,Music,3.1,4.6,100,"{Get ready to read,Participation matters,Gives good feedback,Caring,Inspirational,Respected,Lecture heavy,Accessible outside class}",8,https://music.ucsb.edu/sites/default/files/styles/people_square/public/people/TcharosStefanie.jpg?itok=JaLawNdr
VGVhY2hlci0xMTAwNzIy,GROSS S L,Steven,Gross,Music,3.6,4.3,50,"{Participation matters,Skip class? You won't pass.,Clear grading criteria}",5,https://music.ucsb.edu/sites/default/files/styles/people_square/public/people/steve%20g.png?itok=RyZwBhDQ
VGVhY2hlci0xNDgxOTk3,,Joel,Hunt,Music,2.1,4.6,0,"",7,
VGVhY2hlci0xNDgyMDk0,,Ali,Hendley,Sociology,2,4,-1,"",1,
VGVhY2hlci0xNDgzMzUy,,Garrett,Johnson,Mathematics,0,0,-1,"",0,
VGVhY2hlci0yNzExNzMy,,Katy,Walter,Psychology,3,4,100,"{Clear grading criteria,Caring,Accessible outside class}",1,https://psych.ucsb.edu/sites/default/files/styles/max_325x325/public/images/people/WalterPhoto.jpg?itok=mxS9Z9Pr
VGVhY2hlci0yOTY2NTg5,,Viki,Papadakis,Psychology,1,1,-1,"{Tough grader,Participation matters}",1,https://psych.ucsb.edu/sites/default/files/styles/max_325x325/public/images/people/Papadakis%2C%20Viki.jpg?itok=TLzWZp4W
VGVhY2hlci0xMzAwOTg4,,Andrew,Stewart,Biology,2.4,4.6,-1,"",5,
VGVhY2hlci0xMzA0MTE4,,Niklas,Hunter,Economics,4,3,-1,"",1,
VGVhY2hlci0xMzA2NjM0,,Dominic,Dal Bello,Mechanical Engineering,2.3,4.5,-1,"",3,
VGVhY2hlci0xMzA3MDEx,,Steve,Wiener,Political Science,3.7,2.9,100,"",7,
VGVhY2hlci0xMzEyMjg2,,Jeffrey,Case,Mathematics,3,1.5,-1,"",1,
VGVhY2hlci0yNjgwNzI2,,Madeleine,Ignon,Art,0,0,-1,"",0,
VGVhY2hlci0xNzU1ODQx,PRICE S P,Scott,Price,Chemistry,3.4,4.6,92,"{Amazing lectures ,Respected,Caring,Skip class? You won't pass.,Test heavy,Clear grading criteria,Hilarious,Accessible outside class,Tough grader,Would take again,Lots of homework,Graded by few things,Inspirational,Lecture heavy,Gives good feedback,Participation matters,Get ready to read,Online Savvy,Tests? Not many}",350,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Scott_Price_009web.jpg?itok=b4WFxB1T
VGVhY2hlci0xNDg1MTU4,,Yang,Lin,Geography,0,0,-1,"",0,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Yang_li_002.jpg?itok=EJpU_2HW
VGVhY2hlci0xMzEzODY1,,Bonnie,Harris,History,2,4.8,-1,"",2,
VGVhY2hlci0xNDg0NTUx,,Neil,Eschmann,Chemistry,5,3.5,-1,"",1,
VGVhY2hlci0xNDg1MDE1,,Nichole,Slater,Writing,0,0,-1,"",0,
VGVhY2hlci0xMzE2MzY0,,Varvara,Kulikova,Statistics,1.5,4.5,-1,"",2,
VGVhY2hlci0xMzIxMDUy,,Jordan,Fisher,Mathematics,0,0,-1,"",0,
VGVhY2hlci0xMzIxMDUz,,Rosie,Kar,Literature,0,0,-1,"",0,
VGVhY2hlci0xMzI3MjUy,,Kevin,Kearney,English,2,4.6,-1,"",10,
VGVhY2hlci0xNDg2MTc0,,Siewert,Wally,Philosophy,1,4.5,-1,"",1,
VGVhY2hlci0xNDg2MjU0,,Timothy,Linehan,Philosophy,2.6,4.9,-1,"",10,
VGVhY2hlci0xMzI5NTc1,,Earl,Stewert,Black Studies,0,0,-1,"",0,
VGVhY2hlci0xMzI5OTM0,,Richard,Applebaum,Global Studies,3.3,4,50,"{Get ready to read,Respected,Skip class? You won't pass.,EXTRA CREDIT,Amazing lectures ,Would take again}",11,
VGVhY2hlci0xMzMwNDQ1,,KM,Moore,Religion,2.7,2.3,-1,"",3,
VGVhY2hlci0xNDg5MjI0,,Gleaso,Shaver,Writing,0,0,-1,"",0,
VGVhY2hlci0yODQ5NDc1,,Soojin,Yi,Biology,0,0,-1,"",0,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2021-11/soojin-yi.jpg?itok=Xipocque
VGVhY2hlci0xOTk0OTQ0,,James,Brooks,History,2.3,3.9,50,"{Get ready to read,Amazing lectures ,Lots of homework,Caring,Respected,Accessible outside class}",4,https://www.history.ucsb.edu/wp-content/uploads/FullSizeRender.jpg
VGVhY2hlci0xMzMxMTEw,,Dennis,Russell,Music,1.2,3.8,-1,"",6,
VGVhY2hlci0xMzMxOTEy,,Jose,Saletas,Geography,1,3,-1,"",1,
VGVhY2hlci0xMzMyMjY5,,Melanie,Fewings,Geography,0,0,-1,"",0,
VGVhY2hlci0xMzM0NjUy,,Sudhir,Paul,Statistics,0,0,-1,"",0,
VGVhY2hlci0xNDkwMzAy,,Laura,Behymer,Classics,3,4.8,-1,"{Get ready to read,Would take again,Hilarious}",2,
VGVhY2hlci01OTEzOTM=,GURVEN M D,Michael,Gurven,Anthropology,4,3.5,80,"{Tough grader,Get ready to read,Participation matters,Graded by few things,Skip class? You won't pass.,Group projects,Tests? Not many,Gives good feedback,Caring,Lecture heavy,Test heavy,Accessible outside class}",23,https://www.anth.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/michael-gurven-perko_49A3403.jpg?itok=92iZSDbY
VGVhY2hlci0xMzM3Mjk4,,Manual,Callahan,Chicano Studies,2,4,-1,"",1,
VGVhY2hlci0xMzQxNzU4,,Andrew,McIntyre,Music,3,3.5,-1,"",2,
VGVhY2hlci0xMzQzMDI1,,Elcin,Joyner,Fine Arts,1.8,3.8,-1,"",4,
VGVhY2hlci0xMzQzMTk5,,Petra,Van Coppen,Chemistry,2.7,5,-1,"",3,
VGVhY2hlci0xMzQ2MTcy,,Carmen,Zinn,Philosophy,3.3,4,100,"{Clear grading criteria,Gives good feedback,Accessible outside class}",3,
VGVhY2hlci0xMzQ2MzU2,,Sam,Guruswamy,Physics,0,0,-1,"",0,
VGVhY2hlci0xNDkwNzEx,,Mario,Guerrero,Political Science,3.3,5,-1,"",3,
VGVhY2hlci0yNjc4MTE4,DASGUPTA D,Debanuj,Dasgupta,Feminist Studies,2.9,4,100,"{Gives good feedback,Get ready to read,Participation matters,Hilarious,Caring,Clear grading criteria,Accessible outside class,Amazing lectures ,Inspirational,Lecture heavy}",10,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/IMG_1214.jpg?itok=mcrBkOCW
VGVhY2hlci0xNDE0NTYw,,Julia,Panko,Writing,3.3,4.1,-1,"",4,
VGVhY2hlci0xNDE1Nzk3,,Richard,Rintoul,Music,3,5,-1,"",1,
VGVhY2hlci0xNDkxMTI4,YAMAUCHI Y,Yoko,Yamauchi,Not Specified,2,4.8,100,"{Accessible outside class,Gives good feedback,Caring,Respected,Amazing lectures ,Clear grading criteria,Would take again,Inspirational}",14,
VGVhY2hlci0xNTAwMjEw,,Evan,McDonald,English,0,0,-1,"",0,
VGVhY2hlci0xMzUwODk1,,Danielle,Hidalgo,Sociology,4.1,3.1,100,"{Tough grader,Get ready to read,Amazing lectures ,Clear grading criteria,Gives good feedback,Lecture heavy}",13,
VGVhY2hlci0xNTA0Mjk2,,Dean,Chen,Political Science,1.7,4.6,-1,"",11,
VGVhY2hlci0xMzUxNzY4,,Nick,Doerr,Biology,2,4,-1,"",1,
VGVhY2hlci0xMzY2NDIw,,Marissa,Guillen,Theater,4,2.5,-1,"",1,
VGVhY2hlci0xNTA0NjQ5,,Anneliese,Pollock,French & Italian,1.5,3.3,-1,"",2,
VGVhY2hlci0xMzY4MDQ1,,Monica,Lomeli,Sociology,3.1,3.4,0,"{Would take again,Clear grading criteria,So many papers,Tough grader,Get ready to read,Participation matters,Gives good feedback,Inspirational,Respected}",8,
VGVhY2hlci0xMzY4Njk2,,Miguel,Becerra,Spanish,0,0,-1,"",0,
VGVhY2hlci0xMzczNTI5,,Ryan,Stodtmeister,Writing,2.5,5,-1,"",2,
VGVhY2hlci0xNDE3NTcx,,Julianne,Gavino,Ethnic Studies,4.5,5,-1,"",2,
VGVhY2hlci0xNDE5MDYz,,Sean,Taylor,Music,2,4.5,-1,"",1,
VGVhY2hlci0xNTA0NjUx,,Jackie,Peláez,Spanish,3.5,5,-1,"",2,
VGVhY2hlci0xMzc3NTI2,,William,Comanor,Economics,3.3,3.8,100,"{Skip class? You won't pass.,Clear grading criteria,Tests? Not many,Get ready to read,Participation matters,Would take again,Respected}",9,
VGVhY2hlci0xNTA0NjU0,,Anna,Pollock,French & Italian,0,0,-1,"",0,
VGVhY2hlci0xNTA1NjMz,,Eli,Evans,Writing,0,0,-1,"",0,
VGVhY2hlci0xNTA3MjA2,,Sherry,Vatter,History,2,4,-1,"",1,
VGVhY2hlci05NDA2NDc=,,Salim,Yaqub,History,3.3,5,94,"{Amazing lectures ,Get ready to read,Respected,Hilarious,Caring,Would take again,Graded by few things,Gives good feedback,Lecture heavy,Clear grading criteria,Inspirational,Participation matters,Tests? Not many,So many papers,Skip class? You won't pass.,Accessible outside class}",61,https://www.history.ucsb.edu/wp-content/uploads/Yaqub-photo-1.jpg
VGVhY2hlci0xMDg3MDg4,,Geoffrey,Rutkowski,Music,4.5,3.5,-1,"",2,https://music.ucsb.edu/sites/default/files/styles/people_square/public/people/Rutkowski.jpeg?itok=r4wLlM74
VGVhY2hlci0xMzc4NjUw,,Hobson,Emily,Women's Studies,3,4.5,-1,"",0,
VGVhY2hlci0xMzgwNTg2,,Petzold,Linda,Engineering,4.4,2.3,0,"{Skip class? You won't pass.,Hilarious}",3,
VGVhY2hlci0xMzgwODkx,,B. S.,Manjunath,Electrical & Comp. Engineering,3.3,4,-1,"{Skip class? You won't pass.,Tough grader,Amazing lectures ,Lots of homework,Caring}",3,
VGVhY2hlci0xMzgxMzg0,,John,Yun,Education,3,3.5,-1,"",1,
VGVhY2hlci0xNTA4MTMw,,Larry,Gurrola,Geology,2,3.4,-1,"",6,
VGVhY2hlci0zMTUyNDg=,ROBERTS L S,Luke,Roberts,History,2.8,4.4,91,"{Get ready to read,Amazing lectures ,Caring,Clear grading criteria,Respected,Skip class? You won't pass.,Gives good feedback,Lecture heavy,Accessible outside class,Tough grader,Inspirational,Participation matters,Would take again,Hilarious,Tests? Not many,Lots of homework,Graded by few things}",54,https://www.history.ucsb.edu/wp-content/uploads/IMG_1295.jpg
VGVhY2hlci0yMjk0NTUz,PERRONE G,Giuliana,Perrone,History,3,5,81,"{Get ready to read,Amazing lectures ,Lecture heavy,Graded by few things,Clear grading criteria,Caring,Respected,Hilarious,Participation matters,So many papers,Tough grader,Gives good feedback,Inspirational,Lots of homework,Accessible outside class}",36,https://www.history.ucsb.edu/wp-content/uploads/Giuliana-headshot.jpg
VGVhY2hlci0xMzgxNTY4,,Jack,Erb,Economics,2.3,5,-1,"",3,
VGVhY2hlci0xMzgyNTA2,,M. E.,Palmer,Writing,0,0,-1,"",0,
VGVhY2hlci0xNTA4NTI3,,Terrence,Handscomb,Literature,4,1,-1,"",1,
VGVhY2hlci0xNTA4NzUz,,Garett,Johnson,Mathematics,4.5,1.5,-1,"",2,
VGVhY2hlci0yMzQ2NDEx,ARONOVA E A,Elena,Aronova,History,2.9,4.1,90,"{Clear grading criteria,Caring,Get ready to read,Lots of homework,Accessible outside class,Participation matters,Skip class? You won't pass.,Group projects,Gives good feedback,Inspirational,Lecture heavy,Graded by few things}",11,https://history.ucsb.edu/wp-content/uploads/IHC-pic1-cropped-copy.jpg
VGVhY2hlci0yNTU3NTAw,ZHOU HANMING,Hanming,Zhou,Mathematics,2.2,3.5,75,"{Clear grading criteria,Gives good feedback,Lots of homework,Accessible outside class}",4,https://www.math.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/hanming.jpg?itok=oBRnYt5z
VGVhY2hlci00NjMxNDU=,WELTER V W,Volker,Welter,Architecture,3.3,4.1,68,"{Tough grader,Get ready to read,Lecture heavy,Skip class? You won't pass.,Amazing lectures ,Clear grading criteria,Participation matters,Lots of homework,Caring,Respected,Graded by few things,Gives good feedback,Would take again,Inspirational,Hilarious,Test heavy,Accessible outside class,Beware of pop quizzes,So many papers}",55,https://www.jewishstudies.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Welter.jpg?itok=hoV8tMe-
VGVhY2hlci01NDM5NjE=,BERNSTEIN H J,Hilary,Bernstein,History,3.3,4.1,63,"{Get ready to read,Tough grader,So many papers,Participation matters,Clear grading criteria,Lots of homework,Caring,Skip class? You won't pass.,Inspirational,Lecture heavy,Graded by few things,Amazing lectures ,Gives good feedback,Beware of pop quizzes,Respected,Accessible outside class,Online Savvy}",44,https://history.ucsb.edu/wp-content/uploads/Bernstein-photo.jpg
VGVhY2hlci01NDc1MA==,,Randy,Bergstrom,History,3.1,4,41,"{Get ready to read,Hilarious,Respected,Graded by few things,Skip class? You won't pass.,Tough grader,Amazing lectures ,Participation matters,Clear grading criteria,Gives good feedback,Inspirational,Caring,EXTRA CREDIT,Group projects,Would take again,Lecture heavy}",94,https://history.ucsb.edu/wp-content/uploads/randy_bergstrom_m.jpg
VGVhY2hlci0xNjA4MDU=,THOMAS C M,Christine,Thomas,Religion,2.9,4.6,75,"{Get ready to read,Clear grading criteria,Caring,Skip class? You won't pass.,Amazing lectures ,Participation matters,Would take again,Inspirational,Lecture heavy,EXTRA CREDIT,Gives good feedback,Respected,Accessible outside class}",49,https://www.jewishstudies.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/thomas.jpg?itok=DuUz4hHu
VGVhY2hlci01MjQ2NjM=,,Heather,Stoll,Political Science,4,3.8,75,"{Clear grading criteria,Lots of homework,Tough grader,Lecture heavy,Participation matters,Graded by few things,EXTRA CREDIT,Caring,Test heavy,Accessible outside class}",19,https://www.polsci.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/heather.jpg?itok=n4fpyKpM
VGVhY2hlci0xMzg3MzMx,,Oscar,Gil,Women's Studies,2.2,2.7,-1,"",6,
VGVhY2hlci0yMTk1MTE=,,Laura,Kalman,History,2.9,4.6,85,"{Amazing lectures ,Caring,Graded by few things,Respected,Lecture heavy,Get ready to read,Hilarious,Accessible outside class,Inspirational,Tough grader,Clear grading criteria,EXTRA CREDIT,Tests are tough,Would take again,Gives good feedback,Test heavy}",107,https://www.history.ucsb.edu/wp-content/uploads/abc.jpeg
